titles,details,prices,links
Opel Insignia A Sports Tourer Edition 2.0CDTi 96KW*Bi,Unfallfrei • EZ 08/2015 • 274.847 km • 96 kW (131 PS) • Diesel,"6.990 €5.990 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen Golf Plus VI 1.2 TSI Life,Unfallfrei • EZ 12/2013 • 151.200 km • 77 kW (105 PS) • Benzin,5.950 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen Polo V Trendline-1.0-Klima-5 Türig-SHZ-Isofix,Unfallfrei • EZ 06/2014 • 150.000 km • 44 kW (60 PS) • Benzin,5.990 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen Golf VII Lim. BMT 5-TÜRER PDC KLIMAAUT SHZ,EZ 04/2014 • 168.000 km • 63 kW (86 PS) • Benzin,5.950 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen Golf 1.6 TDI 4MOTION Style Variant Style,Unfallfrei • EZ 01/2012 • 198.000 km • 77 kW (105 PS) • Diesel,5.999 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
"MINI Cooper SD TOP Ausstattung,Leder,Navi, Pano",Unfallfrei • EZ 09/2011 • 198.000 km • 105 kW (143 PS) • Diesel,5.999 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Ford Fiesta,EZ 06/2018 • 156.000 km • 44 kW (60 PS) • Benzin,5.999 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen Polo V Trendline Klimaanlage,EZ 05/2015 • 159.000 km • 55 kW (75 PS) • Diesel,"5.950 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen up! move BMT/Start-Stopp 1.Hand Bluetooth Klima,Unfallfrei • EZ 01/2019 • 173.800 km • 44 kW (60 PS) • Benzin,"5.990 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
Volkswagen move up!/Garantie/Navi/Pano/Leder/Sitzheizung,Unfallfrei • EZ 03/2015 • 167.000 km • 44 kW (60 PS) • Benzin,5.999 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391883238&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5950%3A5999&ref=srp&refId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&s=Car&sb=rel&searchId=7ac4dae8-6d9a-4791-f28c-40b6af842ccb&vc=Car
