titles,details,prices,links
BMW X1 Baureihe X1 xDrive 23d Autom./NAVI/BI-XENON,EZ 03/2011 • 205.000 km • 150 kW (204 PS) • Diesel,9.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Polo Trendline 1.0 NAVI KLIMA GRA eFH ZV MFL BLU,Unfallfrei • EZ 07/2020 • 154.400 km • 59 kW (80 PS) • Benzin,"9.788 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Golf VII Lim. Allstar *MFL*TEMPO*SHZ*PDC*XENON*,EZ 09/2016 • 161.000 km • 81 kW (110 PS) • Diesel,9.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Touran 2.0 TDI Comfortline BMT/Start-Stop Van,EZ 05/2017 • 164.000 km • 110 kW (150 PS) • Diesel,"9.775 €
15% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volvo V60 Kombi Momentum Tüv/Au Neu,Unfallfrei • EZ 08/2017 • 248.200 km • 140 kW (190 PS) • Diesel,9.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Ford Grand Tourneo Connect Titanium 7 Sitze Navi SHZ,Unfallfrei • EZ 11/2015 • 194.496 km • 88 kW (120 PS) • Diesel,9.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Peugeot 308 GT-LINE*LED*NAVI*TEMPO*PDC*KEYL,EZ 01/2016 • 195.900 km • 151 kW (205 PS) • Benzin,9.770 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Mercedes-Benz B 180 B -Klasse B 180 CDI Navi Sitzheizung PDC,Unfallfrei • EZ 02/2014 • 150.000 km • 80 kW (109 PS) • Diesel,9.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Golf 1.0 TSI 85kw | Comfort 5-türig | Airco-ECC,EZ 10/2018 • 187.730 km • 85 kW (116 PS) • Benzin,"9.750 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Golf VII Variant Comfortline *NAVI*KLIMA*TEMPOMA,Unfallfrei • EZ 10/2016 • 190.147 km • 110 kW (150 PS) • Diesel,9.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Volkswagen Golf VII Variant 1.6 TDI BlueMotion *2.HD*SH*,EZ 09/2015 • 174.604 km • 81 kW (110 PS) • Diesel,9.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
Opel Zafira C Tourer Edition,Unfallfrei • EZ 06/2016 • 155.275 km • 103 kW (140 PS) • Benzin,9.780 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406967871&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9750%3A9799&ref=srp&refId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&s=Car&sb=rel&searchId=64d26698-7aef-1ff3-ab7f-c3cfe2187e05&vc=Car
