titles,details,prices,links
Opel Insignia CT Sport ecoFlex S/S 2.0 CDTI Start/...,Unfallfrei • EZ 09/2014 • 199.500 km • 143 kW (194 PS) • Diesel,7.999 €7.666 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Audi A3 Sportback 1.4 TFSI*NAVI*PDC*SITZHZ.*TEMPOMAT*,EZ 10/2012 • 150.000 km • 92 kW (125 PS) • Benzin,7.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
"Dacia Sandero Stepway 0.9 Essentiel, Navi, Kamera, Alu",EZ 03/2019 • 159.500 km • 66 kW (90 PS) • Benzin,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Volkswagen Polo V Match BlueMotion/BMT,Unfallfrei • EZ 10/2012 • 153.897 km • 51 kW (69 PS) • Benzin,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Opel Astra K 1.6 CDTi ST*Dynamic *NAVI*CARPLAY*KEYL,EZ 06/2019 • 199.955 km • 81 kW (110 PS) • Diesel,"7.695 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Volkswagen VW Beetle Cabriolet 1.2 TSI | TÜV Neu,Unfallfrei • EZ 05/2013 • 197.860 km • 77 kW (105 PS) • Benzin,7.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
"BMW 320d/ NAVI 135 kW (184 PS), Schalt. 6-Gang, F...",EZ 06/2012 • 210.000 km • 135 kW (184 PS) • Diesel,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Skoda Rapid Spaceback Active /KLIMA/PDC/TÜV FEB.2026/,EZ 07/2018 • 152.962 km • 70 kW (95 PS) • Benzin,7.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Volkswagen Tiguan 4.Motion* 1.Hand*6.Gang*Alu*160.PS**,EZ 08/2014 • 173.000 km • 118 kW (160 PS) • Benzin,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
"Volkswagen Tiguan Klima,PDC,AHK",EZ 06/2012 • 160.000 km • 90 kW (122 PS) • Benzin,7.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Volkswagen Polo V Match,Unfallfrei • EZ 11/2012 • 153.832 km • 66 kW (90 PS) • Diesel,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Opel Astra K Sports Tourer Innovation Start/Stop,Unfallfrei • EZ 03/2017 • 152.075 km • 81 kW (110 PS) • Diesel,7.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
"Citroën C4 Cactus 1.2 ""PureTech Feel"" Klimaaut./SHZ/PDC",Unfallfrei • EZ 06/2015 • 155.000 km • 81 kW (110 PS) • Benzin,7.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Ford B-Max Sync Edition °Navi °Automatik °voll Scheck,Unfallfrei • EZ 06/2015 • 155.000 km • 77 kW (105 PS) • Benzin,7.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Volkswagen Touran Trendline,Unfallfrei • EZ 05/2012 • 164.468 km • 103 kW (140 PS) • Benzin,7.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
Renault Kangoo 1.5 dCi Life KLIMA 5-Sitze PKW 2018,EZ 01/2018 • 158.200 km • 55 kW (75 PS) • Diesel,"7.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=403957596&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7650%3A7699&ref=srp&refId=0abaf838-ab73-ca7d-ea8b-958d5a196195&s=Car&sb=rel&searchId=0abaf838-ab73-ca7d-ea8b-958d5a196195&vc=Car
