titles,details,prices,links
Volkswagen Polo R6 1.2,Unfallfrei • EZ 09/2010 • 155.555 km • 44 kW (60 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
"Volkswagen up! 1.0 Euro 6 EXPORT:3.447,-€",EZ 07/2018 • 201.112 km • 44 kW (60 PS) • Benzin,"4.102 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Opel Karl Edition,Unfallfrei • EZ 09/2015 • 175.500 km • 55 kW (75 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Ford Transit,EZ 03/2010 • 238.794 km • 85 kW (116 PS) • Diesel,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Volkswagen Polo R6 1.2,Unfallfrei • EZ 09/2010 • 155.555 km • 44 kW (60 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Opel Astra 1.4 Turbo 120pk - Navi - Cruise - ZIE BESC,EZ 05/2012 • 155.260 km • 88 kW (120 PS) • Benzin,"4.114 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Volkswagen Touran Comfortline 1.4 .7sitze EURO5,EZ 10/2010 • 178.000 km • 103 kW (140 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Volkswagen VW Polo 1.4 TDI,EZ 11/2013 • 154.000 km • 55 kW (75 PS) • Diesel,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Volkswagen Passat Variant ErdGas,Unfallfrei • EZ 05/2011 • 189.000 km • 110 kW (150 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Skoda Roomster Ambition Tüv 08-2024,Unfallfrei • EZ 08/2013 • 187.001 km • 66 kW (90 PS) • Diesel,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Opel Combo Kasten*F. AHK*Hecktüren mit Verglasung*...,EZ 05/2010 • 151.000 km • 55 kW (75 PS) • Diesel,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Volkswagen Vw Polo 1.2 Trendline Klima 5 Türer,EZ 10/2010 • 151.000 km • 44 kW (60 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Opel Corsa D 1.4,Unfallfrei • EZ 10/2014 • 153.600 km • 64 kW (87 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Kia Picanto Dream Team,EZ 09/2016 • 218.575 km • 49 kW (67 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
Mitsubishi Space Star Diamant Edition+,Unfallfrei • EZ 09/2015 • 159.838 km • 59 kW (80 PS) • Benzin,4.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406536553&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4100%3A4149&ref=srp&refId=74caab23-9a9b-e219-04eb-8863aa52a28a&s=Car&sb=rel&searchId=74caab23-9a9b-e219-04eb-8863aa52a28a&vc=Car
