titles,details,prices,links
Ford Focus Turnier Business Navi*Led*Zahnriemen Neu*,EZ 06/2015 • 158.382 km • 74 kW (101 PS) • Benzin,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Volkswagen Golf VII 1.2 TSI BMT Trendline Trendline,Unfallfrei • EZ 01/2015 • 176.000 km • 81 kW (110 PS) • Benzin,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Volkswagen GOLF VI CABRIOLET 1.6 BMT NAVI PDC ALLWETTER TÜV,EZ 03/2015 • 173.000 km • 77 kW (105 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Volkswagen Golf 1.6 TDI Style Variant Style,EZ 02/2012 • 190.000 km • 77 kW (105 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Seat Leon ST 1.6 TDI 81kW Start&Stop Style Style,Reparierter Unfallschaden • EZ 08/2015 • 222.700 km • 81 kW (110 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Jaguar XF 3.0 V6 155kW Diesel Premium Luxury Premiu...,EZ 02/2011 • 160.000 km • 155 kW (211 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Opel Astra ST 1.6 Diesel Active 100kW 136PS NR:33520,Unfallfrei • EZ 03/2019 • 152.700 km • 100 kW (136 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Ford Grand C-Max 1.5 TDCi 88kW NR:34293,Unfallfrei • EZ 07/2018 • 162.000 km • 88 kW (120 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
"Seat Ibiza 1,0 TSi FR GPS-Navi Klima R/CD ZV eFH Alu",Unfallfrei • EZ 02/2016 • 155.000 km • 81 kW (110 PS) • Benzin,7.225 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Skoda Yeti 2.0TDI 110HP,Unfallfrei • EZ 03/2016 • 153.000 km • 81 kW (110 PS) • Diesel,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
Volkswagen Golf neopatentati,Unfallfrei • EZ 10/2015 • 154.321 km • 63 kW (86 PS) • Benzin,7.200 €,https://suchen.mobile.de/fahrzeuge/details.html?id=391140636&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7200%3A7249&ref=srp&refId=e141ecfd-c555-324a-be00-5b9dfa41d77a&s=Car&sb=rel&searchId=e141ecfd-c555-324a-be00-5b9dfa41d77a&vc=Car
