titles,details,prices,links
Volkswagen T6 Transporter Kasten-Kombi Kasten,Unfallfrei • EZ 08/2016 • 226.200 km • 110 kW (150 PS) • Diesel,"9.640 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Volkswagen Polo VI Comfortline 1.HAND/SCHECKHEFT/KLIMA,EZ 02/2019 • 175.000 km • 59 kW (80 PS) • Diesel,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Volkswagen Beetle Cabriolet Design Leder Navi,EZ 02/2013 • 156.000 km • 77 kW (105 PS) • Benzin,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Peugeot 308 SW 1.2 PureTech Allure Aut. Pano Navi 1/2 S,Unfallfrei • EZ 05/2020 • 150.126 km • 96 kW (131 PS) • Benzin,"9.620 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Peugeot Boxer Kastenwagen,Unfallfrei • EZ 07/2015 • 193.000 km • 96 kW (131 PS) • Diesel,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
"Volkswagen Sharan Highline 6 Sitze,TLeder,Navi,Xenon,SH,PDC",EZ 02/2012 • 185.995 km • 100 kW (136 PS) • Diesel,9.990 €9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Mazda 3 2.2 SKYACTIV-D 150 Sports-Line Auto Sports...,Unfallfrei • EZ 08/2014 • 155.000 km • 110 kW (150 PS) • Diesel,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
"Volkswagen Golf VII Variant 2.0 TDI Sound ,Navi,SHZ,MFL,App",Unfallfrei • EZ 12/2017 • 190.000 km • 110 kW (150 PS) • Diesel,"9.639 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Volkswagen Touran 2.0 TDI 150PS SCR 42888,Unfallfrei • EZ 02/2019 • 198.000 km • 110 kW (150 PS) • Diesel,"9.625 €
25% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Mazda 3 2.2 SKYACTIV-D 150 Sports-Line Auto Sports...,Unfallfrei • EZ 08/2014 • 155.000 km • 110 kW (150 PS) • Diesel,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
Mazda CX-5 Nakama 2.2 Keyless LED Eu6 Navi Tempom RKam,Unfallfrei • EZ 06/2017 • 167.000 km • 110 kW (150 PS) • Diesel,9.600 €,https://suchen.mobile.de/fahrzeuge/details.html?id=389249271&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9600%3A9649&ref=srp&refId=f914d264-8273-abfc-b901-cd8247b9551f&s=Car&sb=rel&searchId=f914d264-8273-abfc-b901-cd8247b9551f&vc=Car
