titles,details,prices,links
Mercedes-Benz Vito Mixto 113 CDI lang*5-Sitze*Schiebetür*2.2*,Unfallfrei • EZ 12/2012 • 278.000 km • 100 kW (136 PS) • Diesel,8.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Volkswagen Golf Sportsvan 1.2 TSI KLIMA/SH/MFL/ALCANTARA/BC,EZ 03/2015 • 154.277 km • 81 kW (110 PS) • Benzin,8.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Mercedes-Benz Citan Kasten 111CDI extralang Klima Kupplung Neu,EZ 08/2016 • 170.000 km • 81 kW (110 PS) • Diesel,"8.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Volkswagen Polo V Comfortline Aut. BT USB ALU Temp. TÜV NEU,Unfallfrei • EZ 01/2015 • 161.493 km • 66 kW (90 PS) • Benzin,8.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Mercedes-Benz Citan Kasten 111CDI extralang Klima Kupplung Neu,EZ 08/2016 • 170.000 km • 81 kW (110 PS) • Diesel,"8.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Volvo V40 Kinetic,EZ 10/2012 • 150.000 km • 110 kW (150 PS) • Benzin,8.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Ford Kuga 2.0 TDCI*4X4*TITAN*LEDER*1-HAND*PTS*TEMPOMA,Unfallfrei • EZ 04/2012 • 161.145 km • 103 kW (140 PS) • Diesel,8.990 €8.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
BMW 116 Baureihe 1 Lim. 5-trg. 116i,EZ 11/2013 • 153.345 km • 100 kW (136 PS) • Benzin,8.680 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
"Volkswagen Golf Variant 1.2 TSI Highline 2e besitzer,Navi,C",EZ 01/2016 • 183.242 km • 81 kW (110 PS) • Benzin,8.671 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
Mercedes-Benz B 180 BlueEfficiency*NAVI*SHZ*AHK*PDC*,EZ 11/2012 • 152.427 km • 90 kW (122 PS) • Benzin,8.670 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407675728&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8650%3A8699&ref=srp&refId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&s=Car&sb=rel&searchId=0896d1ac-cb6c-310d-cb88-e361c3c139f0&vc=Car
