titles,details,prices,links
Audi A5 Sportback 2.0 TDI,EZ 07/2012 • 294.100 km • 130 kW (177 PS) • Diesel,8.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
"Audi A1 Sportback Ultra 5 Türig , Navi",EZ 07/2015 • 150.000 km • 70 kW (95 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Golf VII Lim. 1.4 TSI Comfortline BMT PDC,EZ 04/2013 • 153.445 km • 103 kW (140 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Passat Variant Trendline,Unfallfrei • EZ 08/2014 • 156.587 km • 90 kW (122 PS) • Benzin,8.770 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Peugeot RCZ 1.6 200 THP Xenon Leder JBL Bluetooth 1.Hand,EZ 06/2011 • 161.000 km • 147 kW (200 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Ford Kuga 2.0 TDCi 4x4 Aut. Titanium AHK NAVI XENON,EZ 10/2011 • 247.083 km • 120 kW (163 PS) • Diesel,8.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Skoda Octavia 2.0 RS TFSI AHK/NAVI/SHZ/KLIMA,EZ 12/2012 • 170.449 km • 147 kW (200 PS) • Benzin,8.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
"BMW 114i -M-Paket,Xenon, 8xAlu, Klima, Bremsen neu",Unfallfrei • EZ 01/2015 • 162.000 km • 75 kW (102 PS) • Benzin,8.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Passat*Variant*Trend*Com-Media*Klima*Sitzh*Tempo,EZ 05/2016 • 165.000 km • 88 kW (120 PS) • Diesel,8.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Golf VII Lim. Highline BMT,Unfallfrei • EZ 02/2014 • 170.011 km • 103 kW (140 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
"Volkswagen Caddy 1,6TDI 1HAND KLIMA LEDER 5Sitzer AHK SHEFT",EZ 11/2014 • 159.000 km • 55 kW (75 PS) • Diesel,"8.790 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Golf VII Variant Trendline BMT*EURO6,Unfallfrei • EZ 09/2015 • 176.896 km • 81 kW (110 PS) • Diesel,8.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Kia cee'd Sportswagon 1.6 GDI Edition 7 Sportswa...,Unfallfrei • EZ 05/2018 • 152.000 km • 99 kW (135 PS) • Benzin,8.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Mercedes-Benz Citan Mixto 109 CDI extralang,Unfallfrei • EZ 04/2014 • 160.000 km • 66 kW (90 PS) • Diesel,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Ford Transit Courier Kombi*KLIMA*5-SITZER*PDC*EURO 6*,EZ 08/2019 • 156.000 km • 74 kW (101 PS) • Benzin,"8.798 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Jaguar XE 2.0d >LEDER+NAVI+XENON+HEAD UP+MFL+TEMP+LM,EZ 02/2017 • 150.000 km • 120 kW (163 PS) • Diesel,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Touran Style BMT,EZ 10/2011 • 151.579 km • 77 kW (105 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Touran Life,Unfallfrei • EZ 07/2013 • 166.000 km • 103 kW (140 PS) • Benzin,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Skoda Rapid Spaceback Cool Edition,Unfallfrei • EZ 01/2019 • 158.233 km • 70 kW (95 PS) • Benzin,"8.795 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Ford Focus Turnier Business Wagen Nr.:109,Unfallfrei • EZ 06/2017 • 159.000 km • 92 kW (125 PS) • Benzin,8.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Volkswagen Golf VII 1.6 TDI Trendline AUTOM 1.HAND+NAVI,Unfallfrei • EZ 02/2014 • 189.353 km • 77 kW (105 PS) • Diesel,"8.791 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Fiat Tipo Lounge 1.6D*1.HD*Navi*SHZ*PDC*Tempo*Kamera,EZ 07/2017 • 154.000 km • 88 kW (120 PS) • Diesel,8.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
Opel Insignia A Sports Tourer Innovation NAVI EURO 6,EZ 03/2016 • 152.705 km • 100 kW (136 PS) • Diesel,8.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406849778&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8750%3A8799&ref=srp&refId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&s=Car&sb=rel&searchId=9c9c22c4-3db6-818e-6c70-ba19a53c57e1&vc=Car
