titles,details,prices,links
Mercedes-Benz B 180 d Automatik*Klima*Navi*PDC*Euro 6*ECO*,EZ 02/2020 • 279.000 km • 85 kW (116 PS) • Diesel,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Volkswagen Golf Sportsvan VII Sound*Start-Stopp*Navi*AHK*,EZ 05/2017 • 160.000 km • 81 kW (110 PS) • Benzin,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
"Volkswagen Golf VII Variant 1.6 TDI ""Cup""Standheizung*Klima",EZ 07/2014 • 152.500 km • 77 kW (105 PS) • Diesel,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Volkswagen Golf VII Variant Comfortline BMT,Unfallfrei • EZ 06/2014 • 158.000 km • 77 kW (105 PS) • Benzin,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Audi Q5 3.0 TDI S TRONIC QUATTRO 3 x S-LINE B&O VOLL,Unfallfrei • EZ 10/2010 • 264.927 km • 176 kW (239 PS) • Diesel,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Mercedes-Benz C 300 CDI 4MATIC T AVANTGARDE Autom. AVANTGARDE,Unfallfrei • EZ 11/2012 • 235.000 km • 170 kW (231 PS) • Diesel,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Ford Tourneo Courier Titanium,EZ 04/2019 • 167.000 km • 55 kW (75 PS) • Diesel,"9.500 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Volkswagen Caddy 1.6 TDI Maxi Kasten beheizbare Spiegel,Unfallfrei • EZ 11/2014 • 151.783 km • 75 kW (102 PS) • Diesel,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Volkswagen Golf VII Lim. Comfortline BMT,EZ 11/2013 • 160.000 km • 90 kW (122 PS) • Benzin,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
Volkswagen Golf VII Lim.ComfortlineBMT*R-KAM XENON*STNDHEIZ,Unfallfrei • EZ 08/2013 • 162.000 km • 90 kW (122 PS) • Benzin,9.500 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406360516&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9500%3A9549&ref=srp&refId=a3979436-1647-be35-4974-8f6a3e901ccc&s=Car&sb=rel&searchId=a3979436-1647-be35-4974-8f6a3e901ccc&vc=Car
