titles,details,prices,links
Volkswagen Golf VI Variant Match/NAVI/SHZ/KLIMAAUTO/TÜVNEU,Unfallfrei • EZ 03/2013 • 157.000 km • 63 kW (86 PS) • Benzin,6.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Peugeot 208 1.2 PureTech Active -NAVI-AIRCO-PDC-CRUISE-,EZ 02/2019 • 152.325 km • 61 kW (83 PS) • Benzin,"6.684 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Volkswagen Golf 1.6 TDI Style 2.HAND*ESD*KLIMA*TEMP*SHZ,EZ 07/2011 • 153.000 km • 77 kW (105 PS) • Diesel,6.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
BMW 318D 2.0 Neues Modell,EZ 12/2012 • 217.000 km • 105 kW (143 PS) • Diesel,6.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Hyundai i10 Basis 1.0 *2.Hand* TÜV Neu *,EZ 06/2017 • 155.000 km • 49 kW (67 PS) • Benzin,6.695 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Volkswagen Golf Plus VI Klima Sitzheizung AHK Einparkhilfe,Unfallfrei • EZ 12/2013 • 178.320 km • 103 kW (140 PS) • Benzin,6.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Opel Astra 1.4 T Exklusiv Navi FLEXFIX Sitzheizung,EZ 08/2015 • 153.514 km • 103 kW (140 PS) • Benzin,6.666 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Volkswagen Golf VII Variant Cup BMT *EXPORT*GEWERBE*,Unfallfrei • EZ 10/2014 • 188.980 km • 81 kW (110 PS) • Benzin,6.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Volkswagen Golf VI Variant Comfortline NAVI ALU PDC AHK+,EZ 07/2010 • 157.000 km • 90 kW (122 PS) • Benzin,6.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Opel Corsa E Edition ecoFlex,EZ 05/2015 • 154.523 km • 66 kW (90 PS) • Benzin,6.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Ford B-Max B-MAX Sync Edition Navigation,Unfallfrei • EZ 05/2015 • 155.000 km • 70 kW (95 PS) • Diesel,6.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Nissan Pulsar 1.5 Acenta + Navi/RDK/LMF/2xKlima,EZ 06/2015 • 156.950 km • 81 kW (110 PS) • Diesel,6.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
Ford Focus Turnier Sync Edition 150PS Guter Zustand,EZ 10/2014 • 170.000 km • 110 kW (150 PS) • Benzin,6.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407537520&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=6650%3A6699&ref=srp&refId=820909dc-c73c-3854-41af-c40d00d8eda1&s=Car&sb=rel&searchId=820909dc-c73c-3854-41af-c40d00d8eda1&vc=Car
