titles,details,prices,links
Volkswagen Golf Plus VI Match/ESP/Sitz-Hz/nur für Händler !,Unfallfrei • EZ 10/2012 • 169.000 km • 77 kW (105 PS) • Benzin,"4.900 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Volkswagen Golf VI 1.4 TSI Team *Neuer TÜV* *Neue GJR*,Unfallfrei • EZ 02/2011 • 159.500 km • 118 kW (160 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
BMW X1 Baureihe X1 sDrive 18i/Ölverbrauch,EZ 05/2012 • 162.401 km • 110 kW (150 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
BMW 318i,Unfallfrei • EZ 06/2010 • 198.650 km • 105 kW (143 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
"BMW 320d xDrive Touring - Navi prof., Xenon, Allrad",Unfallfrei • EZ 06/2010 • 221.000 km • 135 kW (184 PS) • Diesel,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Volkswagen Golf VI 1.4 TSI Team *Neuer TÜV* *Neue GJR*,Unfallfrei • EZ 02/2011 • 159.500 km • 118 kW (160 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Ford Focus Turnier Ambiente | 1 Hand | Euro 5 |,Unfallfrei • EZ 08/2014 • 150.000 km • 74 kW (101 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Mitsubishi Space Star Basis,EZ 12/2014 • 152.207 km • 52 kW (71 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Hyundai i20 FIFA World Cup Edition 4 Türen Klima,EZ 06/2014 • 150.000 km • 63 kW (86 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
Mercedes-Benz B 200 B -Klasse B 200 Sport Edition,Unfallfrei • EZ 07/2010 • 150.000 km • 100 kW (136 PS) • Benzin,4.900 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402486808&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4900%3A4949&ref=srp&refId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&s=Car&sb=rel&searchId=7d0ed9f3-2323-409c-413f-0c5af59d5a31&vc=Car
