titles,details,prices,links
Volkswagen Golf 1.2 TSI Match Winter|PDC,EZ 07/2012 • 169.425 km • 77 kW (105 PS) • Benzin,4.169 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
"Volkswagen up! 1.0 EURO 6 EXPORTPREIS:3.499,- netto",Unfallfrei • EZ 11/2019 • 188.881 km • 44 kW (60 PS) • Benzin,"4.164 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Renault Clio 1.2 IV Expression TEMP+KLIMA+GANZJAHRES,Unfallfrei • EZ 03/2015 • 154.980 km • 54 kW (73 PS) • Benzin,4.189 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Peugeot 508 SW Active HDi 160 Automatik Active,Unfallfrei • EZ 07/2011 • 184.000 km • 82 kW (111 PS) • Diesel,4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Volkswagen VW UP 1.0 152000 km Getriebe Neu 1 Jahr TÜV,EZ 12/2018 • 152.000 km • 48 kW (65 PS) • Benzin,4.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Fiat Punto More/1.Ha/Klima/Tüvneu/ZV/Alus/Allwetter,EZ 07/2013 • 156.000 km • 51 kW (69 PS) • Benzin,4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Opel Adam Jam KLIMA/SHZ/ALU/EURO5/TEMPOMAT/TOP ZUSTAN,Unfallfrei • EZ 05/2014 • 170.000 km • 51 kW (69 PS) • Benzin,4.170 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Skoda Fabia Combi Elegance,Unfallfrei • EZ 01/2014 • 162.500 km • 66 kW (90 PS) • Diesel,4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Dacia Sandero Stepway II*1. Hand*Scheckheft*,Unfallfrei • EZ 06/2012 • 150.850 km • 65 kW (88 PS) • Diesel,4.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Opel Corsa D 1.4 Active*GEPFLEGT*GARANTIE*SERVICE NEU,Unfallfrei • EZ 08/2013 • 167.447 km • 64 kW (87 PS) • Benzin,4.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Peugeot 508 SW Active AUTOMATIK°PANORAMA°TEMPOMAT°ALU!!!,EZ 04/2011 • 160.000 km • 115 kW (156 PS) • Benzin,4.299 €4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Opel Corsa D Color Edition Tüv Neu,Unfallfrei • EZ 08/2012 • 162.000 km • 64 kW (87 PS) • Benzin,4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Nissan Note acenta 1.4,EZ 03/2011 • 152.000 km • 65 kW (88 PS) • Benzin,4.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Opel Astra J Sports Tourer Selection,EZ 07/2015 • 180.000 km • 81 kW (110 PS) • Diesel,4.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Volkswagen Touran 1.4 TSI DSG Freestyle,Unfallfrei • EZ 01/2010 • 172.500 km • 103 kW (140 PS) • Benzin,4.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
Volkswagen up! 1.0 high up 15 Zoll Klima PDC -nur Gewerbe!,EZ 08/2012 • 199.700 km • 55 kW (75 PS) • Benzin,4.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401648112&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4150%3A4199&ref=srp&refId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&s=Car&sb=rel&searchId=2e7cfebd-5051-f8ea-3dbe-6a1e4f9deb0d&vc=Car
