titles,details,prices,links
Hyundai i10 5 Star Edition*1.HAND*S-HEFT*TÜV+SERVICE NEU,Unfallfrei • EZ 08/2013 • 175.000 km • 51 kW (69 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen up! take up! / Tüv neu,EZ 04/2013 • 151.000 km • 44 kW (60 PS) • Benzin,3.480 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen up! move up! TÜV NEU auf Kundenwunsch,EZ 09/2012 • 151.000 km • 44 kW (60 PS) • Benzin,3.499 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen up! take up!,EZ 12/2012 • 155.396 km • 44 kW (60 PS) • Benzin,"3.499 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen Golf 1.4 TSI 90kW Comfortline Variant Comfor...,Unfallfrei • EZ 04/2010 • 191.000 km • 90 kW (122 PS) • Benzin,3.499 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Citroën C3 VTi 95 Selection *Panoramadach*,Unfallfrei • EZ 01/2012 • 190.000 km • 70 kW (95 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Lada Kalina 1.6 Norma Klima Navi 1.Hand Tüv 12.2025,Unfallfrei • EZ 12/2016 • 151.000 km • 72 kW (98 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen up! take up! Klima,Unfallfrei • EZ 01/2012 • 152.000 km • 55 kW (75 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Citroën C3 1.0 Advance Klima/PDC/GanzjahresReifen,EZ 04/2015 • 152.224 km • 44 kW (60 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
"Toyota Aygo AYGO 1,0/Klima/Zv./Hu&AuNeu",Unfallfrei • EZ 08/2014 • 150.000 km • 50 kW (68 PS) • Benzin,3.480 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Lada Kalina 2 Kombi Norma*LPG PRINS GASANLAGE*KLIMA !,EZ 02/2016 • 158.000 km • 64 kW (87 PS) • Benzin,3.499 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
Volkswagen up! move up!,Unfallfrei • EZ 01/2013 • 169.000 km • 55 kW (75 PS) • Benzin,3.490 €,https://suchen.mobile.de/fahrzeuge/details.html?id=374941710&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3450%3A3499&ref=srp&refId=2789458f-64db-b486-bf99-82a7a99d5936&s=Car&sb=rel&searchId=2789458f-64db-b486-bf99-82a7a99d5936&vc=Car
