titles,details,prices,links
Dacia Dokker Express TCe 115,EZ 12/2017 • 157.000 km • 85 kW (116 PS) • Benzin,9.990 €7.890 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Volkswagen Polo 1.2 TSI 66kW LOUNGE BMT LOUNGE BlueMoti...,EZ 04/2015 • 150.303 km • 66 kW (90 PS) • Benzin,7.850 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Volkswagen Golf VII Lim. Trendline BMT,Unfallfrei • EZ 06/2013 • 150.000 km • 63 kW (86 PS) • Benzin,7.890 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Dacia Dokker Express TCe 115,EZ 12/2017 • 157.000 km • 85 kW (116 PS) • Benzin,9.990 €7.890 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Kia Ceed / cee d *1.HAND*TEMPO*SHZ*NAVI*CAM*KLIMA*Eu,Unfallfrei • EZ 12/2017 • 269.200 km • 81 kW (110 PS) • Diesel,"7.898 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Volkswagen Polo 1.2 TSI 66kW LOUNGE BMT LOUNGE BlueMoti...,EZ 04/2015 • 150.303 km • 66 kW (90 PS) • Benzin,7.850 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Hyundai i40 cw 1.6 GDI 5 Star Edition 5 Star Edition,Unfallfrei • EZ 05/2014 • 154.000 km • 99 kW (135 PS) • Benzin,7.890 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
BMW 116*5TÜRIG*KLIMA*PDC*MOD:2015*EURO6!,Unfallfrei • EZ 12/2014 • 165.000 km • 100 kW (136 PS) • Benzin,7.890 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Audi A3 Sportback 1.2 TFSI Attraction Scheckheft+Navi,Unfallfrei • EZ 08/2012 • 150.000 km • 77 kW (105 PS) • Benzin,7.850 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
Ford C-Max Navi / PDC / Zahnriemen NEU,EZ 03/2017 • 159.000 km • 92 kW (125 PS) • Benzin,7.850 €,https://suchen.mobile.de/fahrzeuge/details.html?id=382913494&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=7850%3A7899&ref=srp&refId=1a7777db-46eb-4b7b-48f0-379666632f2e&s=Car&sb=rel&searchId=1a7777db-46eb-4b7b-48f0-379666632f2e&vc=Car
