titles,details,prices,links
Mazda CX-5 Sendo 2.2 AWD Allrad Nr. 69,EZ 11/2014 • 180.000 km • 110 kW (150 PS) • Diesel,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Volkswagen Golf Sportsvan VII Lounge NAVI*KLIMA*SHZ*TEPOMAT,EZ 02/2016 • 160.000 km • 81 kW (110 PS) • Benzin,"9.100 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
BMW 116i*SITZHEIZUNG*NAVI*TEMPOMAT*PDC*BLUETOOTH,Unfallfrei • EZ 10/2015 • 176.600 km • 80 kW (109 PS) • Benzin,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Peugeot 308 SW 1.5 BlueHDi 130pk Premium -PANO-ECC-NAVI-,EZ 05/2019 • 151.579 km • 96 kW (131 PS) • Diesel,"9.103 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Volkswagen Caddy Nfz Maxi Kasten EcoProfi BMT 1 Besitzer,Unfallfrei • EZ 06/2016 • 215.500 km • 75 kW (102 PS) • Diesel,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Audi A4 2.0 TFSI multritronic Ambiente Avant Ambiente,EZ 11/2011 • 165.000 km • 155 kW (211 PS) • Benzin,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Fiat Ducato,Unfallfrei • EZ 05/2015 • 241.580 km • 96 kW (131 PS) • Diesel,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
"Opel Combo E 1,5 Cargo*KLIMA*PDC*HSA*NAVI*BLUETOOTH*",EZ 04/2020 • 160.000 km • 75 kW (102 PS) • Diesel,"9.100 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Renault Kangoo Rapid Extra *TÜV neu*,Unfallfrei • EZ 05/2016 • 160.000 km • 66 kW (90 PS) • Diesel,"9.100 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
Audi A4 2.0 TFSI multritronic Ambiente Avant Ambiente,EZ 11/2011 • 165.000 km • 155 kW (211 PS) • Benzin,9.100 €,https://suchen.mobile.de/fahrzeuge/details.html?id=396794605&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9100%3A9149&ref=srp&refId=659356d3-28c0-e2cb-4c0c-22b3ff147617&s=Car&sb=rel&searchId=659356d3-28c0-e2cb-4c0c-22b3ff147617&vc=Car
