titles,details,prices,links
Volkswagen Polo V KETTE Service TÜV NEU Kamera Navi,Unfallfrei • EZ 01/2010 • 160.000 km • 51 kW (69 PS) • Benzin,5.755 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Skoda Fabia Combi Ambition,EZ 11/2017 • 153.200 km • 66 kW (90 PS) • Benzin,5.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Ford 1x Fiesta Bj. 2017 und 1x Bj. 2018,EZ 12/2017 • 153.750 km • 59 kW (80 PS) • Benzin,"5.750 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Volkswagen Golf Plus Plus 1.2 TSI Style,EZ 11/2011 • 154.000 km • 77 kW (105 PS) • Benzin,5.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Skoda Octavia 1.8 TSI DSG Ambition Combi Ambition,Unfallfrei • EZ 09/2012 • 207.387 km • 118 kW (160 PS) • Benzin,5.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Ford C-Max C-MAX Business Edition*Navi*Alu*Euro6*,EZ 07/2015 • 150.579 km • 92 kW (125 PS) • Benzin,5.790 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Volkswagen Golf VI Team BlueMotion *SEHR GEPFLEGT*,Unfallfrei • EZ 11/2010 • 158.500 km • 77 kW (105 PS) • Benzin,5.780 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Volkswagen Golf VI Variant Trendline TDI,Unfallfrei • EZ 08/2012 • 167.654 km • 77 kW (105 PS) • Diesel,5.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Volkswagen Golf 6 BlueMotion Technology Style,Unfallfrei • EZ 10/2010 • 160.000 km • 77 kW (105 PS) • Benzin,5.799 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
Volkswagen Golf VI Match SHZ PDC KlimaAut. Bluetooth,EZ 06/2012 • 174.600 km • 77 kW (105 PS) • Benzin,5.750 €,https://suchen.mobile.de/fahrzeuge/details.html?id=395195195&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5750%3A5799&ref=srp&refId=19c35088-d869-2b12-71de-cde3f83e9e14&s=Car&sb=rel&searchId=19c35088-d869-2b12-71de-cde3f83e9e14&vc=Car
