titles,details,prices,links
Volkswagen Polo V Start-Stopp 1.2-PDC-Automatik-1.Hand,Unfallfrei • EZ 09/2015 • 156.059 km • 66 kW (90 PS) • Benzin,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Golf Variant 1.0 TSI Comfortline Business 1e bes,EZ 03/2018 • 168.660 km • 81 kW (110 PS) • Benzin,9.154 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Caddy Nfz Maxi Kasten BMT/KLIMA/EURO 6,EZ 07/2018 • 164.335 km • 75 kW (102 PS) • Diesel,"9.199 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Polo V Start-Stopp 1.2-PDC-Automatik-1.Hand,Unfallfrei • EZ 09/2015 • 156.059 km • 66 kW (90 PS) • Benzin,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
BMW 118d Sport Line SHZ*Xenon*Sportsitze*PDC*Navi,Unfallfrei • EZ 09/2013 • 232.000 km • 105 kW (143 PS) • Diesel,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Polo 1.4 GT ACT BlueGT ALU+KLIMA+TELE+TEMPO+HU,Unfallfrei • EZ 06/2013 • 151.355 km • 103 kW (140 PS) • Benzin,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Golf 1.4 TSI DSG BMT Comfortline/Klima/1.Hand,Unfallfrei • EZ 11/2014 • 183.000 km • 92 kW (125 PS) • Benzin,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Audi A3 Sportback Ambiente*Aud.Servicegepf*2Vorb*PDC,Unfallfrei • EZ 05/2012 • 162.410 km • 118 kW (160 PS) • Benzin,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Ford Focus Wagon 1.5d EcoBlue Trend Edition Business,EZ 11/2020 • 166.802 km • 88 kW (120 PS) • Diesel,"9.186 €
21% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Skoda Yeti Ambition/Klima/Automatik Get./HU&AU NEU,EZ 10/2013 • 160.500 km • 90 kW (122 PS) • Benzin,9.170 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Seat Leon ST Style*NAVI*HU/AU*KLIMA*TEMP*SHZ*TOUCH*BT,Unfallfrei • EZ 12/2014 • 163.216 km • 110 kW (150 PS) • Diesel,9.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen VW Golf 7 Diesel Allstar,EZ 07/2016 • 170.000 km • 110 kW (150 PS) • Diesel,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
"Volkswagen Golf Variant 1,6l Diesel - Kombi",EZ 01/2015 • 165.000 km • 81 kW (110 PS) • Diesel,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Golf 1.6 BlueTDI CUP Variant CUP,EZ 01/2015 • 165.000 km • 81 kW (110 PS) • Diesel,9.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
"Volkswagen VW Golf 7 Automatik 1,4",EZ 08/2012 • 153.967 km • 90 kW (122 PS) • Benzin,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
"Volkswagen VW Golf 1.6 dti , Zahnriemen Neu!!! TÜV be...",EZ 03/2015 • 166.000 km • 85 kW (116 PS) • Diesel,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
BMW 116 Baureihe 1 Lim. 5-trg. 116d,EZ 03/2014 • 152.000 km • 85 kW (116 PS) • Diesel,"9.188 €
25% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Opel Insignia ST Edition 1.6D*Autom Navi Tempom SHZ,EZ 09/2019 • 186.701 km • 100 kW (136 PS) • Diesel,"9.179 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Mercedes-Benz A 180 CDI Urban*XENON*NAVI*PDC*ALU*,EZ 06/2013 • 199.000 km • 80 kW (109 PS) • Diesel,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Golf 1.6 TDI BlueMotion,EZ 02/2014 • 167.000 km • 81 kW (110 PS) • Diesel,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Tiguan 1.4 TSI 90kW BlueMotion Tech Trend & ...,Unfallfrei • EZ 06/2014 • 168.552 km • 90 kW (122 PS) • Benzin,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen VW Tiguan 1.4 TSI Wartung NEU,EZ 05/2014 • 170.000 km • 90 kW (122 PS) • Benzin,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407408314&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&ref=srp&refId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&s=Car&sb=rel&searchId=ff334e5b-ba34-5bec-dd5b-0b3b2d9c9655&vc=Car
Volkswagen Touran Comfortline BMT 1 HAND Euro 5,Unfallfrei • EZ 05/2015 • 224.563 km • 103 kW (140 PS) • Diesel,"9.199 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407606251&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&pageNumber=2&ref=srp&refId=5474e8bc-5624-6d44-1536-41cd99e98deb&s=Car&sb=rel&searchId=5474e8bc-5624-6d44-1536-41cd99e98deb&vc=Car
Volkswagen Golf 2.0 TDI DSG BMT GTD GTD,EZ 06/2013 • 171.277 km • 135 kW (184 PS) • Diesel,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407606251&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&pageNumber=2&ref=srp&refId=5474e8bc-5624-6d44-1536-41cd99e98deb&s=Car&sb=rel&searchId=5474e8bc-5624-6d44-1536-41cd99e98deb&vc=Car
Audi A3 Sportback 2.0 TDI Ambition,EZ 11/2013 • 218.850 km • 110 kW (150 PS) • Diesel,9.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407606251&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&pageNumber=2&ref=srp&refId=5474e8bc-5624-6d44-1536-41cd99e98deb&s=Car&sb=rel&searchId=5474e8bc-5624-6d44-1536-41cd99e98deb&vc=Car
Mercedes-Benz E 220 CDI BlueEfficiency Avantgarde Xenon Navi,EZ 06/2012 • 213.500 km • 125 kW (170 PS) • Diesel,9.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407606251&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9150%3A9199&pageNumber=2&ref=srp&refId=5474e8bc-5624-6d44-1536-41cd99e98deb&s=Car&sb=rel&searchId=5474e8bc-5624-6d44-1536-41cd99e98deb&vc=Car
