titles,details,prices,links
Audi A4 2.0 TDI Attraction Avant,EZ 07/2013 • 245.000 km • 110 kW (150 PS) • Diesel,9.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
"Volkswagen Golf VII Lim. Comfortline BMT 1,4 TSI NAVI*PARKP",EZ 07/2013 • 153.000 km • 90 kW (122 PS) • Benzin,9.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Volkswagen Polo 1.0 TSI 85kW Highline NAVI/LED/KLIMA/SHZ,EZ 03/2018 • 169.000 km • 85 kW (116 PS) • Benzin,9.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Volkswagen Caddy Kasten Profi BMT *1.HD/Klima/Euro-6/LKW*,Unfallfrei • EZ 05/2017 • 166.000 km • 75 kW (102 PS) • Diesel,"9.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Volvo XC 90 XC90 D5 Leder 7-Sitzer PDC Xenon AHK,EZ 01/2010 • 298.000 km • 136 kW (185 PS) • Diesel,9.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
"Mercedes-Benz B 180 Sportpaket (AMG) ILS, Night,AHK",Unfallfrei • EZ 11/2012 • 166.500 km • 90 kW (122 PS) • Benzin,9.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Skoda Superb 2.0 TDI DSG Combi - Top gepflegt!,Unfallfrei • EZ 08/2015 • 230.000 km • 103 kW (140 PS) • Diesel,9.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Volkswagen Golf VII Comfortline /Start-Stopp/Navi/AHK/Euro6,EZ 04/2017 • 177.200 km • 85 kW (116 PS) • Diesel,"9.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
BMW 218 Gran Tourer 218 i Advantage Wagen Nr.:003,Unfallfrei • EZ 02/2016 • 170.000 km • 100 kW (136 PS) • Benzin,9.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
Volkswagen Golf VI Cabriolet GTI,EZ 03/2013 • 165.000 km • 155 kW (211 PS) • Benzin,9.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=403641179&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9650%3A9699&ref=srp&refId=08bb45ca-e890-3186-e2e4-44253fa60ada&s=Car&sb=rel&searchId=08bb45ca-e890-3186-e2e4-44253fa60ada&vc=Car
