titles,details,prices,links
Ford Focus Turnier Trend Wagen Nr.:105,Unfallfrei • EZ 06/2017 • 174.000 km • 88 kW (120 PS) • Diesel,8.090 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Citroën C4 Cactus BlueHDi 100 S&S Feel,Unfallfrei • EZ 05/2019 • 155.700 km • 73 kW (99 PS) • Diesel,"8.073 €
17% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Skoda Octavia 1.8 TSI DSG 4x4 Ambition Combi Ambition,EZ 08/2014 • 150.700 km • 132 kW (179 PS) • Benzin,8.099 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Ford Focus Turnier Business Wagen Nr.:056,Unfallfrei • EZ 05/2018 • 221.000 km • 88 kW (120 PS) • Diesel,8.090 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Audi A4 2.0 TDI Avant Attraction AHK*SHZ*Navi,Unfallfrei • EZ 11/2011 • 206.161 km • 125 kW (170 PS) • Diesel,8.099 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Ford Focus Turnier Business Wagen Nr.:056,Unfallfrei • EZ 05/2018 • 221.000 km • 88 kW (120 PS) • Diesel,8.090 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
"BMW 118i M-Paket,18zoll",EZ 03/2011 • 159.000 km • 104 kW (141 PS) • Benzin,8.099 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Audi A6 AVANT 2.0TFSI 170PK EDITION/20000KM!/LMV/ECC/,EZ 05/2010 • 216.302 km • 125 kW (170 PS) • Benzin,8.075 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
"Volkswagen VW Passat 1.4 TSI, Sehr Guter Zustand.",EZ 07/2011 • 187.000 km • 90 kW (122 PS) • Benzin,8.050 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Opel Insignia Country Tourer CDTI 2.0 Voll...,EZ 10/2015 • 183.000 km • 127 kW (173 PS) • Diesel,8.050 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
MINI COOPER S,Unfallfrei • EZ 06/2010 • 155.476 km • 128 kW (174 PS) • Benzin,8.080 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
Volkswagen VW PASSAT B7 2.0 TDI 140PS 12/2013,EZ 12/2013 • 222.200 km • 103 kW (140 PS) • Diesel,8.099 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
BMW 320d mit Navigation,EZ 04/2011 • 194.500 km • 120 kW (163 PS) • Diesel,8.099 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407364174&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=8050%3A8099&ref=srp&refId=bdba54dc-057a-57a4-d917-fdeafc35733a&s=Car&sb=rel&searchId=bdba54dc-057a-57a4-d917-fdeafc35733a&vc=Car
