titles,details,prices,links
Opel Combo,EZ 10/2015 • 175.000 km • 66 kW (90 PS) • Diesel,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen Golf VI Comfortline Anhängerkupplung,Unfallfrei • EZ 01/2010 • 179.000 km • 90 kW (122 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Opel Corsa D 1.4 Innovation OPC Line SHZ/Klima/Sport,Unfallfrei • EZ 09/2011 • 153.850 km • 74 kW (101 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen Polo 1.2 TSI Comfortline | TÜV 08/2025 |,Reparierter Unfallschaden • EZ 12/2010 • 187.000 km • 77 kW (105 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Renault Scenic III 1.5 dCi BOSE Edition Automatik Navi,EZ 03/2013 • 164.750 km • 81 kW (110 PS) • Diesel,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Opel Meriva 1.4 ecoFLEX INNOVATION 88kW*TÜV*PDC*SHz*,Unfallfrei • EZ 11/2010 • 152.000 km • 88 kW (120 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen Polo 1.2 TSI Comfortline | TÜV 08/2025 |,Reparierter Unfallschaden • EZ 12/2010 • 187.000 km • 77 kW (105 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen Polo V Comfortline 1.6 TDI,EZ 01/2011 • 180.000 km • 66 kW (90 PS) • Diesel,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Fiat 500 S Cabrio,Unfallfrei • EZ 08/2014 • 186.000 km • 77 kW (105 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen VW up! Silber - Vollleder Baujahr 2012,EZ 09/2012 • 156.000 km • 44 kW (60 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen VW Polo 1.2 60 PS nur 1 Vorbesitzer,EZ 06/2012 • 157.500 km • 44 kW (60 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Skoda Yeti,EZ 02/2011 • 166.000 km • 77 kW (105 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Citroën DS3 SportChic,EZ 07/2013 • 187.302 km • 115 kW (156 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Kia Picanto 1.0 Edition 7 Edition 7,EZ 03/2015 • 153.000 km • 51 kW (69 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Peugeot 208 Active,EZ 10/2014 • 150.996 km • 60 kW (82 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Peugeot 308 SW Business-Line,Unfallfrei • EZ 12/2012 • 180.000 km • 82 kW (111 PS) • Diesel,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Volkswagen Golf 6 TÜV bis 10/26,EZ 01/2011 • 164.000 km • 59 kW (80 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
Peugeot 308 CC Cabrio Active PDC/MFL/SHZ,Unfallfrei • EZ 01/2012 • 179.000 km • 88 kW (120 PS) • Benzin,4.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406716448&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4300%3A4349&ref=srp&refId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&s=Car&sb=rel&searchId=6d9bb205-c17a-6e1c-5a60-a4ca7488570f&vc=Car
