titles,details,prices,links
Volkswagen up! high up! 1.0 MPI BMT Klima SHZ,Unfallfrei • EZ 10/2019 • 169.500 km • 44 kW (60 PS) • Benzin,"5.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Golf 6 Style,Unfallfrei • EZ 04/2012 • 161.000 km • 63 kW (86 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Polo 1.2 TSI 66kW Comfortline BMT,EZ 11/2014 • 183.000 km • 66 kW (90 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Golf 2.0 TDI Highline Variant StHz - Pano,Unfallfrei • EZ 02/2011 • 210.000 km • 103 kW (140 PS) • Diesel,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Skoda Roomster 1.2 TSI Ambition,EZ 07/2014 • 152.000 km • 63 kW (86 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Kia Picanto Sensation*KLIMA*ZV-FUNK*RADIO-CD*USB !!,EZ 03/2017 • 157.000 km • 49 kW (67 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Golf VII Lim. Comfortline BMT*SCHECKHEFT*1.HAND*,EZ 01/2014 • 184.000 km • 77 kW (105 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Skoda Citigo Elegance,Unfallfrei • EZ 05/2014 • 151.000 km • 55 kW (75 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Dacia Lodgy 1.Hand+Steuerkette NEU+Inspektion NEU,EZ 01/2016 • 160.119 km • 85 kW (116 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Renault Twingo Life Klima. Temp. BT/USB,Unfallfrei • EZ 12/2015 • 163.300 km • 52 kW (71 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen up! move up! Automatik / Klima/ Euro 5,EZ 03/2013 • 177.150 km • 44 kW (60 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Ford C-Max C-MAX Titanium NAVI/KLIMA/SHZ/PDC/TEMPOMAT,EZ 04/2015 • 164.000 km • 74 kW (101 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Ford Grand C-Max Grand C-MAX Champions Edition,Unfallfrei • EZ 04/2014 • 159.000 km • 92 kW (125 PS) • Benzin,5.698 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Renault Scenic III TomTom Edition*NAVI*KLIMA*ALU*PDC*,Unfallfrei • EZ 03/2013 • 152.000 km • 81 kW (110 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Ford Fiesta Trend,EZ 10/2015 • 169.041 km • 60 kW (82 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Touran Conceptline / TÜV/AU 10/2025,Unfallfrei • EZ 03/2010 • 160.500 km • 103 kW (140 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Nissan Note Visia,Unfallfrei • EZ 08/2015 • 168.020 km • 66 kW (90 PS) • Diesel,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen up! move up! (10 x vorhanden),Unfallfrei • EZ 08/2018 • 216.000 km • 44 kW (60 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Touran Trendline *Gepflegt*,EZ 03/2010 • 161.000 km • 103 kW (140 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen New Beetle Lim. 1.9 TDI,Unfallfrei • EZ 04/2010 • 156.000 km • 77 kW (105 PS) • Diesel,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Renault Megane III Grandtour BOSE Edition * INSP+TÜV neu,Unfallfrei • EZ 05/2013 • 160.000 km • 96 kW (131 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=406394375&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&ref=srp&refId=b2e85806-c35b-489e-ea25-014b63f8847b&s=Car&sb=rel&searchId=b2e85806-c35b-489e-ea25-014b63f8847b&vc=Car
Volkswagen Golf Plus VI Highline NAVI KLIMA ALU 2-HAND,EZ 02/2010 • 173.100 km • 90 kW (122 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Opel Combo D 1.6 CDTI Selection*AHK*Klima*PDC* AHK Na,Unfallfrei • EZ 04/2016 • 173.400 km • 77 kW (105 PS) • Diesel,"5.690 €
19% MwSt.",https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Volkswagen Polo V Model 2011,Unfallfrei • EZ 01/2010 • 163.000 km • 51 kW (69 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Ford Focus Turnier 1.5 TDCi Trend AHK,Unfallfrei • EZ 09/2016 • 174.600 km • 77 kW (105 PS) • Diesel,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Smart ForTwo fortwo coupe CDI,Unfallfrei • EZ 04/2013 • 157.800 km • 40 kW (54 PS) • Diesel,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Volkswagen Golf 1.2 TSI 63 kW Style,Unfallfrei • EZ 06/2011 • 188.000 km • 63 kW (86 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Ford Grand C-Max Grand C-MAX Trend,EZ 10/2011 • 152.099 km • 110 kW (150 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Hyundai i30 1.4 CRDi Classic*KLIMA*NAV*PDC*AHK*,Unfallfrei • EZ 11/2012 • 153.000 km • 66 kW (90 PS) • Diesel,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Mercedes-Benz B 160/TÜV NEU/NAVI/PDC/KLIMA/SPORT/17 ZOLL,EZ 12/2010 • 172.358 km • 70 kW (95 PS) • Benzin,5.680 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
"Volkswagen Golf VI Style,Standheizung,Klimaautom,Sitzheiz.",Unfallfrei • EZ 12/2011 • 196.750 km • 77 kW (105 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Skoda Fabia Combi Ambition 1.6l TDI 77kW 1.HAND,Unfallfrei • EZ 02/2013 • 160.000 km • 77 kW (105 PS) • Diesel,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Opel Astra J Lim. 5-trg. Design Edition,Unfallfrei • EZ 12/2011 • 154.703 km • 103 kW (140 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Volkswagen Golf VI Team !! AUS ERSTER HAND !!,Unfallfrei • EZ 04/2010 • 182.118 km • 77 kW (105 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Fiat 500 Lounge Cabrio*TEILLEDER*PDC*ALU*,Unfallfrei • EZ 06/2012 • 161.000 km • 51 kW (69 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Peugeot 208 Allure Leder PanoramaPDC MFL Lackierung MAT,EZ 10/2015 • 184.000 km • 60 kW (82 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Suzuki Baleno 1.2 DUALJET+SHVS EXCLUSIVE,Unfallfrei • EZ 01/2017 • 190.000 km • 66 kW (90 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Suzuki SX4 1.6 VVT 2WD Comfort Streetline City Keyless,EZ 10/2010 • 150.000 km • 88 kW (120 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Volkswagen Polo 1.2 TSI Match Technology,Unfallfrei • EZ 03/2013 • 154.000 km • 51 kW (69 PS) • Benzin,5.690 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Fiat 500 Lounge 1.Hand/Top Zustand /Klimaautomatik,EZ 01/2012 • 158.000 km • 70 kW (95 PS) • Diesel,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
Hyundai i30 1.4 CRDi/VOLL SHEFT/KLIMA/8FACH/LEDTAG/,EZ 10/2012 • 164.700 km • 66 kW (90 PS) • Diesel,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=388826731&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=2&ref=srp&refId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&s=Car&sb=rel&searchId=8f3ae33a-7b73-c9ef-3b9e-7dbd19817816&vc=Car
"Volkswagen Passat CC - 2x Einparkhilfe, Alu, Climatronic",EZ 01/2011 • 188.000 km • 118 kW (160 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401911618&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=3&ref=srp&refId=f5361a35-f764-e032-74e7-1456dc1a6754&s=Car&sb=rel&searchId=f5361a35-f764-e032-74e7-1456dc1a6754&vc=Car
Ford S-Max S-MAX Trend 2.0*6 Sitzer*TÜV*,EZ 01/2010 • 150.000 km • 107 kW (145 PS) • Benzin,5.650 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401911618&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=3&ref=srp&refId=f5361a35-f764-e032-74e7-1456dc1a6754&s=Car&sb=rel&searchId=f5361a35-f764-e032-74e7-1456dc1a6754&vc=Car
Ford EcoSport Titanium,EZ 02/2015 • 191.300 km • 92 kW (125 PS) • Benzin,5.699 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401911618&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=3&ref=srp&refId=f5361a35-f764-e032-74e7-1456dc1a6754&s=Car&sb=rel&searchId=f5361a35-f764-e032-74e7-1456dc1a6754&vc=Car
Volkswagen Polo BWJ 2015 | 1.4 TDI 75PK BlueMotion | CLIMA,EZ 05/2015 • 234.881 km • 55 kW (75 PS) • Diesel,5.673 €,https://suchen.mobile.de/fahrzeuge/details.html?id=401911618&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5650%3A5699&pageNumber=3&ref=srp&refId=f5361a35-f764-e032-74e7-1456dc1a6754&s=Car&sb=rel&searchId=f5361a35-f764-e032-74e7-1456dc1a6754&vc=Car
