titles,details,prices,links
Opel Corsa E Selection Euro 6,Unfallfrei • EZ 10/2016 • 153.812 km • 51 kW (69 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Polo V Trendline+KLIMA+EURO6,EZ 01/2018 • 203.229 km • 44 kW (60 PS) • Benzin,5.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Golf Variant 1.6 TDI DSG Comfortline Navi|SHZ|Kl,Unfallfrei • EZ 04/2015 • 212.980 km • 81 kW (110 PS) • Diesel,5.169 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Polo 1.2 2. Hand TÜV NEU,Reparierter Unfallschaden • EZ 05/2012 • 176.000 km • 44 kW (60 PS) • Benzin,5.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
BMW 318d Touring Edition Lifestyle Edition Lifestyle,Unfallfrei • EZ 04/2012 • 269.469 km • 105 kW (143 PS) • Diesel,5.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Polo 1.2 2. Hand TÜV NEU,Reparierter Unfallschaden • EZ 05/2012 • 176.000 km • 44 kW (60 PS) • Benzin,5.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Opel Astra Sports Tourer 1.0 Innovation Led klima Nav,EZ 09/2017 • 180.967 km • 77 kW (105 PS) • Benzin,5.155 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
"Ford Focus1,0EcoBoost+LenkradHz+SitzHz+Start-Stop+MFL",EZ 09/2015 • 178.545 km • 92 kW (125 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Peugeot 208 Active ATM Wagen NR.:014,Unfallfrei • EZ 10/2014 • 174.400 km • 60 kW (82 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Golf VI 1.2 TSI Comfortline *Steuerkette neu*,EZ 07/2012 • 204.513 km • 77 kW (105 PS) • Benzin,5.150 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Kia Rio Dream Team * Klimaaut *,EZ 01/2016 • 179.000 km • 55 kW (75 PS) • Diesel,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Skoda Fabia 1.6l 66kW Ambiente Combi,Unfallfrei • EZ 06/2011 • 152.601 km • 66 kW (90 PS) • Benzin,5.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Golf VI Variant Comfortline-AHK-SHZ-Tempomat,EZ 05/2011 • 196.000 km • 90 kW (122 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Seat XL Style Ecomotive,EZ 06/2012 • 162.873 km • 77 kW (105 PS) • Benzin,5.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Opel Astra J Sports Tourer Edition*KLIMA*8-FACH*TOP*,EZ 06/2013 • 175.000 km • 103 kW (140 PS) • Benzin,5.198 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Citroën Grand C4 Picasso Tendance/Klima/TEM/PDC/7 Sitze,EZ 06/2010 • 153.519 km • 110 kW (150 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen VW UP! White Edition 8 Fachbereift,EZ 05/2012 • 157.363 km • 55 kW (75 PS) • Benzin,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
"Volkswagen VW up! move up! 75 PS, BJ 03/15",EZ 03/2015 • 179.925 km • 55 kW (75 PS) • Benzin,5.175 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Fiat Qubo 1.3 16V Multijet 75 PS Active,EZ 06/2012 • 174.980 km • 55 kW (75 PS) • Diesel,5.199 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
Volkswagen Golf VI Cabriolet BMT Navi/PDC/SHZ/Tempomat,Unfallfrei • EZ 03/2012 • 226.380 km • 77 kW (105 PS) • Diesel,5.190 €,https://suchen.mobile.de/fahrzeuge/details.html?id=402470162&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=5150%3A5199&ref=srp&refId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&s=Car&sb=rel&searchId=e483a2cd-2f3d-d024-6c18-d2aaa00a05bf&vc=Car
