titles,details,prices,links
Skoda Fabia 1.2l TSI TÜV 26 TOP Zustand,Unfallfrei • EZ 05/2013 • 165.000 km • 63 kW (86 PS) • Benzin,3.349 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Volkswagen Golf VI Variant Klimaautomatik Euro 5,Unfallfrei • EZ 07/2010 • 180.000 km • 77 kW (105 PS) • Diesel,3.330 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Volkswagen Golf VI 1.2 TSI Variant Comfortline +Klima+EURO,Unfallfrei • EZ 04/2010 • 184.366 km • 77 kW (105 PS) • Benzin,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
"Hyundai Tucson 2.0 GLS Klima,TÜV bis 06/2025",Unfallfrei • EZ 04/2010 • 192.061 km • 104 kW (141 PS) • Benzin,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
"Opel Zafira 1.7 CDTI, German, EURO5",Unfallfrei • EZ 12/2010 • 192.000 km • 81 kW (110 PS) • Diesel,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Skoda Fabia 1.2l TSI TÜV 26 TOP Zustand,Unfallfrei • EZ 05/2013 • 165.000 km • 63 kW (86 PS) • Benzin,3.349 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Audi A3 1.2 TFSI Attraction***XENON***,EZ 07/2011 • 189.981 km • 77 kW (105 PS) • Benzin,3.345 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Volkswagen Up !,EZ 06/2013 • 159.000 km • 44 kW (60 PS) • Benzin,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Suzuki Splash Club *Klima*4-türig*,Unfallfrei • EZ 06/2012 • 168.500 km • 69 kW (94 PS) • Benzin,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
Seat Ibiza ST 1.2 Sport *Euro.5*TÜV,Unfallfrei • EZ 10/2010 • 157.000 km • 77 kW (105 PS) • Benzin,3.300 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407630557&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=3300%3A3349&ref=srp&refId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&s=Car&sb=rel&searchId=846dfb98-3569-cfea-2e7e-af55f4b78d9a&vc=Car
