Title,Year,Km,Power,Fuel Type,Price,Link
Peugeot 307 1.6 HDi Starline,2006,146491,90,Diesel,1 300EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-307-1-6-hdi-starline-ID7HrxVf.html
Land Rover Freelander 2.0 Di,2001,250000,112,Diesel,1 300EUR,https://www.autovit.ro/autoturisme/anunt/land-rover-freelander-2-0-di-ID7HpJnk.html
Seat Ibiza,2006,257900,75,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/seat-ibiza-ID7HrLpQ.html
Seat Cordoba 1.4 Sport,2005,221869,100,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/seat-cordoba-1-4-sport-ID7Hs3bK.html
Volkswagen Passat,2001,231000,115,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-ID7Hs0Nb.html
Opel Corsa,2001,263400,58,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-ID7HopeD.html
Opel Zafira 1.9 CDTI Enjoy,2007,242000,120,Diesel,1 300EUR,https://www.autovit.ro/autoturisme/anunt/opel-zafira-1-9-cdti-enjoy-ID7HrVFY.html
Peugeot 206 1.4 E One Line,2004,180000,75,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-206-1-4-e-one-line-ID7HsabM.html
BMW Seria 3,1999,327700,105,Benzina,1 300EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hsd41.html
Ford Focus,2004,216000,100,Benzina,1 340EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-ID7HqczJ.html
Toyota Camry,1983,140000,90,Benzina,1 350EUR,https://www.autovit.ro/autoturisme/anunt/toyota-camry-ID7HpIhG.html
Peugeot 307 1.6 HDi Starline,2006,226000,110,Diesel,1 350EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-307-1-6-hdi-starline-ID7HqfI9.html
Chevrolet Aveo 1.2i Direct,2008,170000,72,Benzina,1 350EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-aveo-1-2i-direct-ID7HrzHU.html
Renault Symbol 1.4 Expression,2007,247000,98,Benzina,1 350EUR,https://www.autovit.ro/autoturisme/anunt/renault-symbol-1-4-expression-ID7HrLpC.html
Chevrolet Kalos,2005,184250,94,Benzina,1 350EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-kalos-ID7HkQKN.html
Ford Mondeo 2.0TDCi Ambiente,2006,192000,130,Diesel,1 350EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-2-0tdci-ambiente-ID7HrE5o.html
Opel Meriva,2005,211457,100,Benzina,1 350EUR,https://www.autovit.ro/autoturisme/anunt/opel-meriva-ID7Hs8Eh.html
Renault Symbol 1.5dCi Expression,2006,183000,80,Diesel,1 390EUR,https://www.autovit.ro/autoturisme/anunt/renault-symbol-1-5dci-expression-ID7HrKtf.html
Seat Cordoba 1.4 Reference,2006,213555,100,Benzina,1 390EUR,https://www.autovit.ro/autoturisme/anunt/seat-cordoba-1-4-reference-ID7HrVdt.html
Fiat Punto 1.2 8V Classic,2006,171000,60,Benzina,1 395EUR,https://www.autovit.ro/autoturisme/anunt/fiat-punto-1-2-8v-classic-ID7HrJ2m.html
Volkswagen Polo 1.4,2004,147497,75,Benzina,1 399EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-1-4-ID7HpDQy.html
Ford Focus 1.4i Trend,2008,284000,80,Benzina,1 399EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-4i-trend-ID7Hr62b.html
Ford Fiesta,2007,213000,80,Benzina,1 399EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7HrUI4.html
Volkswagen Polo,2003,180000,55,Benzina,1 399EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ID7HrVzt.html
Ford Fiesta,2003,167000,80,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7HolLx.html
Daewoo Matiz,2007,71000,48,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/daewoo-matiz-ID7Hry4r.html
BMW Seria 3 318 i Coupe,2001,334000,118,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-318-i-coupe-ID7HpcRH.html
Opel Astra,2007,204000,90,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HrXqz.html
Volkswagen Polo,2009,246300,80,Diesel,1 400EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-polo-ID7HrV07.html
Opel Astra Classic 1.4i,2007,119016,90,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-classic-1-4i-ID7HrU5s.html
Ford Fiesta 1.3 Ambiente,2008,179000,70,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-1-3-ambiente-ID7Hr3yC.html
Skoda Fabia 1.2 Classic,2007,173000,64,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-2-classic-ID7HoEL8.html
BMW Seria 3 320d Touring Edition Exclusive,2005,430000,150,Diesel,1 400EUR,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-320d-touring-edition-exclusive-ID7Hs3Ft.html
Opel Astra 1.6,2003,166000,85,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-1-6-ID7HrxOw.html
Opel Astra 1.7 DTI,2004,224500,75,Diesel,1 400EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-1-7-dti-ID7HscFp.html
Peugeot 206 1.4E One-Line,2008,133000,75,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-206-1-4e-one-line-ID7HsfsQ.html
Chevrolet Aveo 1.2i Direct,2007,113246,72,Benzina,1 400EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-aveo-1-2i-direct-ID7Hsg1U.html
Skoda Octavia,2010,809075,101,Diesel,7 000RON,https://www.autovit.ro/autoturisme/anunt/skoda-octavia-ID7HoDH0.html
Volkswagen Passat Standard,1997,327312,100,Benzina+GPL,7 000RON,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-standard-ID7HioxA.html
Ford Fiesta,2004,221000,68,Diesel,1 450EUR,https://www.autovit.ro/autoturisme/anunt/ford-fiesta-ID7Hs2Wy.html
Audi A4,2003,428000,130,Diesel,1 450EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-ID7HrVxj.html
Chevrolet Aveo 1.2i LS 55,2007,147000,72,Benzina,1 450EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-aveo-1-2i-ls-55-ID7Hr0vX.html
Renault Megane 1.4 Expression,2007,218500,98,Benzina,1 450EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-1-4-expression-ID7Hs4ZH.html
Volkswagen Golf 1.6 Comfortline,2001,342000,104,Benzina,1 450EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-golf-1-6-comfortline-ID7Hs5ci.html
Dacia Logan 1.4 MPI GPL Laureate,2010,524000,75,Benzina+GPL,1 499EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-4-mpi-gpl-laureate-ID7Hr1Pr.html
Citroën C1 1.0 Advance,2011,166000,68,Benzina,1 499EUR,https://www.autovit.ro/autoturisme/anunt/citron-c1-1-0-advance-ID7HrSMe.html
Ford Mondeo 2.2TDCi Ghia,2005,410000,155,Diesel,1 499EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-2-2tdci-ghia-ID7Hm3Bq.html
Opel Meriva 1.6 16V,2006,229000,105,Benzina,1 499EUR,https://www.autovit.ro/autoturisme/anunt/opel-meriva-1-6-16v-ID7HrTEH.html
Seat Leon 1.6 Sport,2001,260000,105,Benzina,1 499EUR,https://www.autovit.ro/autoturisme/anunt/seat-leon-1-6-sport-ID7Hraln.html
Toyota Avensis 1.8 Sdn. Sol,2005,400000,129,Benzina+GPL,1 499EUR,https://www.autovit.ro/autoturisme/anunt/toyota-avensis-1-8-sdn-sol-ID7Hr4i9.html
Honda Altul,2002,121500,200,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/honda-ID7HpDRx.html
Renault Megane II 1.9 dCi Confort Dynamique,2004,230000,120,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/renault-megane-ii-1-9-dci-confort-dynamique-ID7Hr15g.html
Smart Forfour,2005,219000,64,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/smart-forfour-ID7HryDc.html
Opel Astra,2003,285000,75,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7Hrxvd.html
Hyundai Atos 1.1 Comfort,2004,109400,59,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/hyundai-atos-1-1-comfort-ID7Hr5uR.html
Skoda Fabia Sedan 1.4 Comfort,2002,189432,75,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-sedan-1-4-comfort-ID7HrDnx.html
Ford Focus 1.6 TDCI Ghia,2006,315000,110,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/ford-focus-1-6-tdci-ghia-ID7HrLHI.html
Ford Mondeo,2007,250000,140,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/ford-mondeo-ID7HrUfU.html
Chevrolet Aveo,2011,375000,84,Benzina+GPL,1 500EUR,https://www.autovit.ro/autoturisme/anunt/chevrolet-aveo-ID7Hs17f.html
Volkswagen Passat Variant 1.9TDI Highline Aut,2004,313000,130,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/volkswagen-passat-variant-1-9tdi-highline-aut-ID7HrzL7.html
Peugeot 207 1.4E Trendy,2008,165000,75,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/peugeot-207-1-4e-trendy-ID7HpD2d.html
Dacia Logan 1.4 MPI Ambiance,2005,251200,75,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-1-4-mpi-ambiance-ID7HrVWH.html
Opel Corsa 1.2 16V,2004,188152,75,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/opel-corsa-1-2-16v-ID7HrVnJ.html
Kia Carnival V6 EX,2006,252647,150,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/kia-carnival-v6-ex-ID7Hs0A5.html
Dacia Logan,2008,204750,68,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/dacia-logan-ID7HrYpU.html
Audi A4 1.9 TDI Avant,2002,320000,130,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/audi-a4-1-9-tdi-avant-ID7HrLq1.html
Skoda Fabia 1.2 Classic,2005,205000,54,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/skoda-fabia-1-2-classic-ID7HmtDO.html
Fiat Stilo 1.4 MPI 16v Active,2005,196000,95,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/fiat-stilo-1-4-mpi-16v-active-ID7Hs3Qp.html
Opel Astra,2008,165000,90,Benzina,1 500EUR,https://www.autovit.ro/autoturisme/anunt/opel-astra-ID7HpED4.html
Smart Forfour cdi pulse,2004,192000,95,Diesel,1 500EUR,https://www.autovit.ro/autoturisme/anunt/smart-forfour-cdi-pulse-ID7HrCFJ.html
