titles,details,prices,links
Volkswagen Golf VI Plus Trendline Klima,EZ 02/2010 • 151.000 km • 77 kW (105 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Citroën DS3 Cabrio 1.6 TURBO KLIMA°TEMPOM°ALCANTARA°NAVI,EZ 04/2013 • 150.000 km • 115 kW (156 PS) • Benzin,5.290 €4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
"Mercedes-Benz A 200 A -Klasse (TÜV 01,2026)AUTOMATIKGETRIEBE",EZ 06/2010 • 155.510 km • 100 kW (136 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Opel Insignia Sports Tourer 2.0 CDTI AHK - TÜV neu!,Reparierter Unfallschaden • EZ 03/2013 • 249.000 km • 118 kW (160 PS) • Diesel,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Volkswagen Golf VI 1.2 TSI Style SHZ Multilederlenk Klima,EZ 06/2011 • 180.000 km • 77 kW (105 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Dacia Lodgy Celebration*7-Sitzer*Scheckheft*aus 1.Hand,Unfallfrei • EZ 12/2015 • 239.300 km • 85 kW (116 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Opel Astra J Sports Tourer Style,Unfallfrei • EZ 03/2015 • 157.685 km • 100 kW (136 PS) • Diesel,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Volkswagen up! move up! SHZ/Klima,EZ 06/2016 • 152.850 km • 55 kW (75 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Volkswagen Golf VI 1.2 TSI Style SHZ Multilederlenk Klima,EZ 06/2011 • 180.000 km • 77 kW (105 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Kia Picanto FIFA World Cup Edition Klima TÜV 02/2026,Unfallfrei • EZ 03/2015 • 167.000 km • 63 kW (86 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
Fiat 500 Lounge,EZ 01/2012 • 150.300 km • 51 kW (69 PS) • Benzin,4.700 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407686736&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=4700%3A4749&ref=srp&refId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&s=Car&sb=rel&searchId=267be3ff-1212-b05b-b1f6-52509e2e2e1a&vc=Car
