titles,details,prices,links
Mercedes-Benz A 200 Blue Efficiency AMG ALU LED/18ZOLL/KAM/NAV,EZ 01/2013 • 199.889 km • 115 kW (156 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Volkswagen Golf VII Trendline*1.Hand*Scheckheft*PDC*Klima*,Unfallfrei • EZ 07/2018 • 169.000 km • 63 kW (86 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
BMW 116i Advantage. 5-trg.Klima*PDC*Alu Allwetter,Unfallfrei • EZ 02/2017 • 167.154 km • 80 kW (109 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
"Audi A3 Sportback 1,4 TFSi Navi, Sitzheizung, Xenon,",Unfallfrei • EZ 01/2014 • 153.000 km • 90 kW (122 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Volkswagen Touran 2.0 TDI DSG Comfortline Comfortline,Unfallfrei • EZ 03/2013 • 193.000 km • 103 kW (140 PS) • Diesel,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Audi A3 Sportback Attraction,EZ 06/2016 • 195.000 km • 110 kW (150 PS) • Diesel,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Volvo XC60 D4 AWD/Summum/Navi/Leder/Dach/ 215 PS,Reparierter Unfallschaden • EZ 05/2013 • 219.500 km • 158 kW (215 PS) • Diesel,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Volkswagen Golf VI Cabriolet BMT,EZ 08/2015 • 179.000 km • 92 kW (125 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
BMW 1 Lim. 3-trg. 116i Bluetooth PDC Allwetter,Unfallfrei • EZ 12/2013 • 159.000 km • 100 kW (136 PS) • Benzin,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
Volkswagen Tiguan Trend & Fun BMT,EZ 12/2013 • 159.850 km • 81 kW (110 PS) • Diesel,9.800 €,https://suchen.mobile.de/fahrzeuge/details.html?id=407474681&action=eyeCatcher&dam=false&fr=2010%3A&isSearchRequest=true&ml=150000%3A300000&p=9800%3A9849&ref=srp&refId=43a3ae0f-1c9b-454c-e64c-6594da485207&s=Car&sb=rel&searchId=43a3ae0f-1c9b-454c-e64c-6594da485207&vc=Car
